,player,team,pos,g,mp,per,ts_percent,e_fg_percent,x3p_ar,f_tr,orb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,o_rtg,d_rtg,ows,dws,ws,ws_40,year
309,Karlie Samuelson,MIN,G,16,228,6.9,0.55,0.476,0.81,0.333,1.6,5.1,10.4,1.4,0.4,18.6,11.9,103,103,0.2,0.3,0.5,0.086,2025
310,Kate Martin,LVA,G,34,392,6.4,0.466,0.432,0.705,0.136,1.8,7.9,10.9,0.9,1.7,18.4,13.4,88,104,-0.3,0.4,0.2,0.016,2024
311,Kate Martin,GSV,G,21,349,9.5,0.49,0.459,0.624,0.188,1.3,8.4,8,1.3,0.6,12.7,21.2,92,103,-0.2,0.5,0.3,0.032,2025
312,Kathryn Westbeld,PHO,F,22,503,12,0.494,0.469,0.605,0.122,4,8,8.2,2.5,3.5,8.8,15.2,102,100,0.3,0.9,1.3,0.1,2025
313,Katie Benzan,WAS,G,3,27,21.3,0.836,0.833,0.778,0.444,4.3,4.4,6.9,0,3.4,15.7,21.9,129,103,0.1,0,0.2,0.248,2022
314,Katie Lou Samuelson,LAS,F,32,943,10.7,0.504,0.47,0.554,0.171,2.2,6.2,10.4,1.8,0.7,9.9,16.4,99,112,0.4,0.1,0.5,0.021,2022
315,Katie Lou Samuelson,IND,F,37,674,8.8,0.506,0.462,0.685,0.171,3,7.4,10.8,0.9,1.2,10.3,11.5,109,113,0.8,-0.1,0.7,0.043,2024
316,Kayana Traylor,MIN,G,8,35,1.8,0.368,0.3,0.1,0.2,3.3,1.7,13.3,2.9,0,21.6,17.9,73,110,-0.1,0,-0.1,-0.11,2023
317,Kayla McBride,MIN,G,31,923,14.1,0.539,0.475,0.391,0.293,2.1,5.5,11.5,1.8,0.2,10.5,20.6,107,109,1.5,0.5,2,0.086,2022
318,Kayla McBride,MIN,G,38,1208,14.5,0.56,0.518,0.551,0.222,1.4,5.9,12.3,2,0.4,11.8,20.6,105,109,1.6,0.7,2.2,0.074,2023
319,Kayla McBride,MIN,G,39,1237,16.8,0.611,0.547,0.623,0.36,1.4,4.7,16.8,2,0.1,14.1,20.8,112,101,3.2,2.1,5.2,0.169,2024
320,Kayla McBride,MIN,G,20,632,16.1,0.591,0.535,0.636,0.263,0.6,4.4,16,2,0.3,12,20,112,102,1.5,1,2.5,0.159,2025
321,Kayla Thornton,DAL,F,36,1050,13.9,0.59,0.529,0.372,0.396,7.2,12.1,9.6,1.9,1.7,14.8,12.1,119,106,2.3,1,3.3,0.125,2022
322,Kayla Thornton,NYL,F,40,693,11.8,0.545,0.517,0.533,0.2,8.3,11.6,5.5,2,1.2,10.9,11.8,114,101,1.1,1.2,2.3,0.132,2023
323,Kayla Thornton,NYL,F,40,809,9.8,0.515,0.49,0.621,0.128,5.7,7.4,5,1.8,1,9.7,13.2,105,101,0.8,1.3,2,0.101,2024
324,Kayla Thornton,GSV,F,22,662,15.3,0.493,0.435,0.514,0.297,6.8,13.2,9.6,2.3,0.8,10.3,23.6,101,100,0.6,1.3,1.9,0.113,2025
325,Kelsey Mitchell,IND,G,31,1010,17.6,0.568,0.519,0.394,0.273,1.5,3.5,25,1.4,0.6,12.7,24.6,110,114,2.6,-0.3,2.3,0.089,2022
326,Kelsey Mitchell,IND,G,40,1349,16.6,0.58,0.533,0.461,0.297,1.1,2.9,16.4,1.4,0.1,12.8,23.9,110,113,3.4,-0.1,3.3,0.098,2023
327,Kelsey Mitchell,IND,G,40,1280,18.2,0.588,0.559,0.45,0.188,2.5,4.5,9.9,1.1,0.5,8.9,24.9,112,114,3.7,-0.5,3.2,0.101,2024
328,Kelsey Mitchell,IND,G,23,711,19.8,0.57,0.536,0.39,0.276,1.2,3.4,15.7,1.4,0.6,7.2,26.4,114,108,2.4,0.5,2.9,0.163,2025
329,Kelsey Plum,LVA,G,36,1182,20.8,0.608,0.566,0.507,0.281,0.9,4.6,26,1.5,0.2,13.6,26,114,108,4.1,0.6,4.8,0.162,2022
330,Kelsey Plum,LVA,G,39,1265,20.3,0.618,0.566,0.466,0.282,0.9,4.3,21.8,1.7,0,12.2,23.9,117,104,4.7,1.6,6.3,0.199,2023
331,Kelsey Plum,LVA,G,38,1291,15.2,0.563,0.523,0.545,0.217,0.9,4.4,20.9,1,0.1,13.4,24.8,104,107,2.1,1,3.1,0.095,2024
332,Kelsey Plum,LAS,G,21,748,18.3,0.567,0.481,0.47,0.413,0.5,5.4,29.1,2.1,0.4,15.6,26.6,109,112,2,0.1,2,0.108,2025
333,Kennedy Burke,WAS,G-F,16,222,15.6,0.534,0.52,0.432,0.23,4.2,9.4,5.5,3.8,1.7,8.9,18.6,102,94,0.2,0.6,0.8,0.139,2022
334,Kennedy Burke,NYL,G-F,38,459,9.8,0.477,0.466,0.439,0.091,3.6,7.3,11,2.7,2,16.4,16.1,91,98,-0.2,0.9,0.7,0.064,2024
335,Kennedy Burke,NYL,G-F,21,478,16.9,0.66,0.642,0.577,0.231,3.5,6,9.1,2.6,2.5,12.8,15.6,118,101,1.1,0.8,1.9,0.162,2025
336,Khaalia Hillsman,CHI,C,1,1,0,,,,,0,0,0,0,0,,0,,115,0,0,0,-0.015,2023
337,Khayla Pointer,IND,G,10,58,7.6,0.606,0.625,0.333,1.167,1.9,8,5.9,1.7,0,33.1,20.3,80,112,-0.1,0,-0.1,-0.092,2022
338,Kia Nurse,SEA,G,40,789,7.9,0.478,0.451,0.614,0.116,1.7,6.5,11.3,1.5,0.2,10.6,15.4,96,109,0,0.4,0.5,0.023,2023
339,Kia Nurse,LAS,G,40,810,9,0.525,0.489,0.608,0.221,2.5,4.8,11.4,1.2,0.1,14.5,18.6,96,113,0.1,-0.1,0,0.001,2024
340,Kia Nurse,CHI,G,22,474,6.8,0.501,0.471,0.659,0.159,1.9,5.6,8,0.9,0.4,14.5,16,95,115,0,-0.2,-0.2,-0.016,2025
341,Kia Vaughn,ATL,C,29,401,5.6,0.426,0.4,0.013,0.163,8.3,13.3,9.8,1.3,1.9,27.8,13.1,80,103,-0.6,0.6,-0.1,-0.008,2022
342,Kiah Stokes,LVA,C,31,475,10.7,0.514,0.467,0.393,0.262,7,16,5.6,1.5,4.7,20.9,8.1,105,101,0.3,0.8,1.1,0.093,2022
343,Kiah Stokes,LVA,C,40,792,9.6,0.473,0.464,0.325,0.217,7,17.1,3.7,1.6,4,15.8,6.1,107,96,0.5,2,2.4,0.123,2023
344,Kiah Stokes,LVA,C,39,716,7.3,0.417,0.395,0.645,0.145,3.8,14.8,5.3,1.5,3.9,18.5,5.2,95,98,0,1.5,1.5,0.081,2024
345,Kiah Stokes,LVA,C,22,401,7.4,0.394,0.37,0.413,0.174,6.9,16.7,5.8,1.5,1.7,18.2,6.8,93,103,-0.1,0.6,0.5,0.05,2025
346,Kiana Williams,CON,G,4,30,1.8,0.313,0.313,0.5,0,0,3.8,24.4,0,0,20,15.2,74,108,-0.1,0,-0.1,-0.08,2022
347,Kiana Williams,SEA,G,13,45,1.2,0.344,0.344,0.563,0,0,2.5,16.3,0,0,11.1,17.6,76,109,-0.1,0,-0.1,-0.081,2024
348,Kiana Williams,PHO,G,5,69,16.8,0.603,0.604,0.583,0.083,0,5.8,17.9,0.7,0,3.9,16.8,123,107,0.2,0.1,0.3,0.16,2025
349,Kianna Smith,LAS,G,11,113,5.4,0.404,0.386,0.514,0.057,5.3,4.9,8.2,1.8,0,10,16,86,114,-0.1,0,-0.2,-0.054,2022
350,Kierstan Bell,LVA,F,21,121,5.5,0.388,0.348,0.667,0.121,3.8,8.8,8,0.8,2.2,12.6,14.6,83,107,-0.2,0.1,-0.1,-0.024,2022
351,Kierstan Bell,LVA,F,36,424,6.8,0.419,0.412,0.536,0.065,4.1,7.6,5.9,1.7,1,8.2,18.2,86,102,-0.5,0.7,0.1,0.013,2023
352,Kierstan Bell,LVA,F,6,43,11.5,0.504,0.5,0.5,0.125,2.8,8,18.4,0,0,5.6,19.2,106,107,0.1,0,0.1,0.089,2024
353,Kierstan Bell,LVA,F,15,140,11.6,0.468,0.435,0.685,0.111,5,9.6,3.8,1.5,3,8.1,19.9,94,106,0,0.1,0.1,0.03,2025
354,Kiki Iriafen,WAS,F,22,588,15.9,0.521,0.46,0.009,0.386,12.3,18.6,9.8,1.3,0.5,14.3,22.4,103,101,0.7,1,1.7,0.113,2025
355,Kitija Laksa,PHO,F,21,491,8.4,0.511,0.497,0.669,0.126,2,3.5,6.2,0.9,0.8,7.5,15.7,101,108,0.3,0.4,0.7,0.053,2025
356,Kristi Toliver,LAS,G,11,218,7.5,0.56,0.5,0.706,0.314,0,2.5,23.8,0.9,0,30.1,17.2,91,115,-0.1,-0.1,-0.2,-0.045,2022
357,Kristi Toliver,WAS,G,11,99,8.1,0.485,0.462,0.718,0.128,1.2,4.8,13.7,1.5,0,14.5,22.3,88,106,-0.1,0.1,0,-0.01,2023
358,Kristine Anigwe,PHO,F-C,10,65,5.1,0.521,0.5,0,1,9.1,11.8,4.9,0.8,2.7,29.4,14.4,86,109,-0.1,0,0,-0.021,2022
359,Kristine Anigwe,CON,F-C,13,89,7.5,0.454,0.417,0.042,0.333,10.3,14.6,7,1.7,4.6,20.3,17.4,87,102,-0.1,0.1,0,0.017,2023
360,Kristy Wallace,ATL,G,29,602,10,0.526,0.485,0.42,0.259,3.4,6.6,17.3,1.4,0.9,19.6,16.5,98,105,0.2,0.6,0.8,0.056,2022
361,Kristy Wallace,IND,G,37,728,10.4,0.499,0.481,0.366,0.121,3.6,6.8,15.7,1.6,1.1,16.7,18,97,110,0.1,0.3,0.3,0.019,2023
362,Kristy Wallace,IND,G,26,447,11,0.492,0.474,0.496,0.154,2.9,6.3,14.9,2,1.2,12,14.1,104,111,0.4,0.1,0.5,0.044,2024
363,Kyara Linskens,GSV,C,4,27,5,0.4,0.4,0.2,0,4.2,12.6,6.2,1.9,11.6,28.6,11.6,69,93,-0.1,0.1,0,0.021,2025
364,Kysre Gondrezick,CHI,G,5,16,10.6,0.357,0.357,0.857,0,6.8,7.1,20.2,12.8,0,30,27.4,64,85,-0.1,0.1,0,-0.101,2024
365,Laeticia Amihere,ATL,F,21,147,8.8,0.466,0.405,0.024,0.976,3.8,7.6,4.4,1.7,5.2,15.5,21.2,86,102,-0.2,0.2,0,0.006,2023
366,Laeticia Amihere,ATL,F,16,83,3.5,0.284,0.269,0,0.654,16,18.6,6,1.3,3.3,19.3,22.6,65,102,-0.4,0.1,-0.3,-0.155,2024
367,Laeticia Amihere,GSV,F,12,176,20.2,0.605,0.56,0.1,0.58,10.2,20,19.9,1.5,4.7,22.3,20.6,107,96,0.3,0.4,0.8,0.176,2025
368,Lauren Cox,CON,F,1,0,,,,,,,,,,,,,,,0,0,0,,2023
369,Layshia Clarendon,LAS,G,24,687,14.7,0.61,0.552,0.238,0.306,3.9,6.4,21,2,0,19.8,18.2,108,105,1.1,0.7,1.9,0.108,2023
370,Layshia Clarendon,LAS,G,21,335,10.6,0.535,0.473,0.267,0.307,2.2,6.8,26.6,2.3,0.3,22.7,14.7,101,109,0.2,0.1,0.4,0.046,2024
371,Leigha Brown,CON,G,25,130,2.6,0.367,0.327,0.385,0.231,5.5,9.7,11.2,2,1.4,27.7,13.9,72,102,-0.3,0.2,-0.1,-0.039,2023
372,Leonie Fiebich,NYL,F,40,837,13.7,0.624,0.613,0.626,0.123,5.5,8.4,12.8,2.3,0.7,16.1,13.7,115,100,1.7,1.5,3.3,0.155,2024
373,Leonie Fiebich,NYL,F,14,372,13,0.732,0.716,0.595,0.203,3.2,8.5,6.3,1.5,2,18.3,12,118,102,0.7,0.6,1.3,0.136,2025
374,Lexi Held,PHO,G,14,290,14,0.513,0.482,0.582,0.182,3.1,4.7,11.6,3.7,1.7,13.2,21.2,97,101,0.1,0.5,0.6,0.082,2025
375,Lexie Brown,LAS,G,34,850,11.8,0.569,0.566,0.63,0.028,1.1,5.6,13,2,0.8,11.6,12.9,107,111,0.9,0.1,1.1,0.05,2022
376,Lexie Brown,LAS,G,12,364,15.3,0.631,0.608,0.586,0.144,0.6,4.1,14.2,1.5,0.8,11.9,16.8,113,106,0.7,0.3,1.1,0.117,2023
377,Lexie Brown,LAS,G,16,379,9.3,0.451,0.401,0.527,0.206,0.3,5.9,23.7,2.3,0.5,17.8,20.5,88,109,-0.5,0.2,-0.3,-0.031,2024
378,Lexie Brown,SEA,G,14,105,4.2,0.389,0.3,0.9,0.5,1.1,5.2,7.9,2,0,7.6,11.5,88,105,-0.1,0.1,0.1,0.021,2025
379,Lexie Hull,IND,G,26,334,5.5,0.408,0.305,0.41,0.381,3.6,7,8.7,2.2,0.5,12.8,18.2,86,111,-0.4,0,-0.4,-0.043,2022
380,Lexie Hull,IND,G,30,619,7.3,0.446,0.417,0.414,0.152,6.7,8,7.8,2.5,1.3,16.2,13.4,92,108,-0.2,0.4,0.2,0.011,2023
381,Lexie Hull,IND,G,34,671,10.6,0.604,0.563,0.515,0.301,5.9,7.3,7.8,1.6,1.5,15.8,12.1,115,111,1.2,0,1.2,0.074,2024
382,Lexie Hull,IND,G,23,629,12.3,0.564,0.555,0.428,0.159,6.4,10.3,9.3,2,0.6,11.9,12.6,114,104,1.1,0.9,1.9,0.122,2025
383,Leïla Lacan,CON,G,5,130,10.5,0.545,0.5,0.39,0.22,3.5,6.3,15.2,1.6,0.7,19.7,19.7,95,117,0,-0.1,-0.1,-0.035,2025
384,Li Meng,WAS,G,34,539,8.9,0.541,0.512,0.738,0.159,1.3,3.9,10.7,0.9,0.2,13.8,17.3,98,108,0.1,0.4,0.5,0.037,2023
385,Li Yueru,CHI,C,16,82,8.3,0.601,0.444,0,0.667,7.7,17.4,3.4,1.2,1.9,35.8,20.1,85,100,-0.1,0.2,0,0.008,2022
386,Li Yueru,LAS,C,38,546,13.1,0.558,0.476,0.102,0.401,12.1,15.4,7,1.1,1.4,16,16.8,108,109,0.9,0.2,1.1,0.083,2024
387,Li Yueru,DAL,C,20,346,14.4,0.566,0.484,0.275,0.44,11.8,15.5,9.1,0.9,1.4,16.8,16.5,111,110,0.7,0.1,0.8,0.096,2025
388,Liatu King,DAL,F,14,136,8.6,0.565,0.5,0.222,0.556,10.7,12.9,4.7,0.7,0,24.7,14.7,99,114,0,0,0,0.005,2025
389,Lindsay Allen,MIN,G,9,134,21.4,0.686,0.632,0.368,0.342,0,6.1,38.5,0.8,0,13.8,16.9,136,110,0.7,0,0.8,0.233,2022
390,Lindsay Allen,MIN,G,29,698,11.3,0.48,0.42,0.209,0.325,2.8,5.9,29.3,1.2,0.4,16.6,14.5,105,111,0.8,0.2,0.9,0.054,2023
391,Lindsay Allen,CHI,G,40,950,12,0.537,0.498,0.215,0.233,1.5,4.8,26.1,1.7,0.6,20.7,14.3,104,109,0.9,0.5,1.4,0.059,2024
392,Lindsay Allen,CON,G,16,221,5.1,0.439,0.392,0.297,0.243,0,2.9,25.4,1.2,1.3,29.3,12,82,119,-0.3,-0.2,-0.5,-0.094,2025
393,Linnae Harper,WAS,G,14,73,2.5,0.385,0.385,0.423,0,4.7,7.3,9,1.4,0,13.3,18.8,77,106,-0.2,0.1,-0.1,-0.068,2023
394,Liz Cambage,LAS,C,25,584,21.5,0.583,0.517,0.061,0.483,6.7,16.8,16.4,1.4,6.5,17,26,105,104,1.1,0.7,1.7,0.119,2022
395,Liz Dixon,PHO,F,14,77,15.8,0.599,0.526,0,0.421,14.8,12,4.3,0,3.4,15.1,16,116,112,0.2,0,0.2,0.102,2023
396,Liz Dixon,PHO,F,17,160,9.9,0.449,0.379,0,0.345,10.5,14.9,8.6,0.3,5.1,19.3,11.9,97,108,0,0.1,0.1,0.029,2024
397,Lorela Cubaj,NYL,F-C,11,88,3.4,0.333,0.333,0,0,12.2,15.1,6.8,0,1.9,29.4,8.9,82,107,-0.1,0.1,0,-0.013,2022
398,Lorela Cubaj,ATL,F-C,3,19,-2.4,0,0,0,0,0,20.7,0,0,4.5,50,4.6,0,98,-0.1,0,0,-0.043,2023
399,Lorela Cubaj,ATL,F-C,28,221,6.9,0.444,0.429,0,0.143,9.5,10.6,10.9,2.1,0.8,24.4,10.1,92,104,-0.1,0.3,0.2,0.037,2024
400,Lou Lopez Sénéchal,DAL,G,27,125,2.2,0.35,0.338,0.441,0.118,2.8,5.2,11.4,1.2,0,14.4,14.3,79,118,-0.2,-0.1,-0.3,-0.109,2024
401,Lucy Olsen,WAS,G,19,199,12,0.566,0.526,0.439,0.193,2.4,6.2,16.1,0.5,0.5,10.2,15.5,114,107,0.4,0.2,0.6,0.112,2025
402,Luisa Geiselsoder,DAL,C,12,273,13.8,0.531,0.527,0.411,0.041,5.6,12.3,10.2,1.9,4.1,11.9,13.3,108,108,0.3,0.2,0.5,0.075,2025
403,Mackenzie Holmes,SEA,F,4,19,15.1,0.667,0.667,0,0,12.5,12.7,8,0,4.8,0,7.2,155,105,0.1,0,0.1,0.193,2025
404,Maddy Siegrist,DAL,F,39,319,19.2,0.585,0.531,0.134,0.259,12.6,10.9,4,1.3,1.9,6.7,17.7,126,109,1.2,0.2,1.4,0.175,2023
405,Maddy Siegrist,DAL,F,27,644,15.2,0.557,0.529,0.176,0.205,7.8,8.3,6.8,0.8,1.3,6.1,16.3,118,118,1.7,-0.6,1.1,0.068,2024
406,Maddy Siegrist,DAL,F,11,264,14.1,0.483,0.469,0.309,0.227,11.7,12.3,3.3,0.8,1.8,3.6,18,109,114,0.5,0,0.4,0.063,2025
407,Maddy Westbeld,CHI,F,10,85,6.9,0.342,0.313,0.375,0.083,12.2,14.7,7.3,1.8,4.5,16.7,15.4,81,108,-0.2,0.1,-0.1,-0.042,2025
408,Madi Williams,PHO,G-F,5,46,-2.8,0.333,0.333,0.2,0,5.5,6.7,3.6,2.3,1.8,28.6,21.3,54,110,-0.3,0,-0.3,-0.253,2023
409,Makayla Timpson,IND,F-C,15,107,16.1,0.511,0.485,0,0.424,12.6,18.4,0,2.9,4.3,11.3,18.6,102,96,0.1,0.3,0.4,0.132,2025
410,Maria Kliundikova,MIN,F,14,133,23.6,0.563,0.545,0.227,0.205,13.4,16.6,9.8,3.9,8.9,12.7,18.9,112,88,0.3,0.5,0.8,0.238,2025
411,Marina Mabrey,DAL,G,34,951,14.3,0.511,0.492,0.41,0.163,2.4,7.9,23.8,1.5,1.2,15.4,25.2,99,108,0.5,0.6,1.1,0.047,2022
412,Marina Mabrey,CHI,G,39,1169,15.9,0.542,0.502,0.464,0.224,3.3,7.4,20.3,1.3,1.3,13.8,23.9,105,108,1.8,0.8,2.6,0.089,2023
413,Marina Mabrey,CON,G,40,1235,15.3,0.524,0.508,0.502,0.133,2,8.2,23.4,1.9,1.3,14.6,23.2,100,103,1.1,1.6,2.7,0.086,2024
414,Marina Mabrey,CON,G,13,410,12.6,0.484,0.444,0.54,0.185,1.9,9.3,26.2,1,1.6,15,26.9,92,116,-0.3,-0.2,-0.5,-0.048,2025
415,Marine Johannes,NYL,G,24,612,14.1,0.637,0.617,0.704,0.128,1,3.8,23.2,1.2,0.4,18.9,17.5,110,109,1.2,0.3,1.4,0.094,2022
416,Marine Johannes,NYL,G,35,662,10.1,0.556,0.544,0.707,0.093,1.4,4.3,13.2,1.8,0.2,17.4,18.2,99,105,0.3,0.8,1,0.062,2023
417,Marine Johannes,NYL,G,21,384,12.9,0.604,0.594,0.795,0.06,2.8,6.9,12.6,2.1,1,19.5,17.6,100,103,0.2,0.6,0.8,0.083,2025
418,Marième Badiane,MIN,C,3,11,-18.6,0,0,0.333,0,10.8,5.3,0,9.5,0,40,20.8,15,87,-0.1,0,-0.1,-0.365,2025
419,Marquesha Davis,NYL,G,20,80,8.3,0.478,0.432,0.045,0.318,3,7.2,7.6,0.6,4.3,10.7,15.8,97,101,0,0.1,0.2,0.076,2024
420,Marquesha Davis,NYL,G,9,31,6.4,0.565,0.25,0.75,1.75,3.9,9.1,4.5,0,3,29.8,14.7,92,105,0,0,0,0.029,2025
421,Maya Caldwell,ATL,G,9,214,17,0.643,0.635,0.432,0.068,2.7,6,17.4,1.6,0.9,15.5,18.6,113,105,0.5,0.2,0.7,0.138,2022
422,Maya Caldwell,IND,G,30,304,2.3,0.371,0.319,0.403,0.194,3.5,5.4,9.2,1.5,0.9,22,14.8,74,111,-0.7,0.1,-0.7,-0.091,2023
423,Maya Caldwell,ATL,G,25,405,10.7,0.498,0.476,0.4,0.12,5.5,6.3,11.9,1.9,1.1,14.9,17.2,96,105,0,0.4,0.4,0.042,2024
424,Maya Caldwell,ATL,G,20,275,8.3,0.431,0.427,0.512,0.073,6.3,9.1,14.1,2.3,1.2,18.3,17,87,101,-0.3,0.5,0.2,0.026,2025
425,Megan Gustafson,PHO,C,33,318,12.2,0.635,0.615,0.286,0.187,6.3,11.9,9.7,1,1.4,19.6,17.7,105,108,0.4,0.2,0.6,0.076,2022
426,Megan Gustafson,PHO,C,34,514,20.2,0.608,0.564,0.222,0.32,11.4,15.8,9.5,1.3,2.3,14.3,23.5,111,109,1.3,0.3,1.6,0.124,2023
427,Megan Gustafson,LVA,C,38,405,12.7,0.621,0.604,0.538,0.16,6.8,10.4,3.5,1.6,1,11,14.5,114,103,0.8,0.5,1.4,0.134,2024
428,Megan Gustafson,LVA,C,3,57,3.1,0.351,0.281,0.625,0.563,4.1,10.3,5.7,0.9,1.5,9.1,17.4,78,107,-0.1,0,-0.1,-0.063,2025
429,Megan McConnell,PHO,G,1,13,15.7,0.375,0.375,0.5,0,8.6,4.4,34.8,3.9,0,0,13.8,120,103,0,0,0.1,0.171,2025
430,Megan Walker,ATL,F,12,115,4.5,0.48,0.461,0.5,0.158,3,4.5,7.3,1.3,0,22.8,20.2,80,107,-0.3,0.1,-0.2,-0.064,2022
431,Mercedes Russell,SEA,C,5,54,-1.2,0.536,0.5,0,0.375,4.2,9.5,2.7,0,0,42.9,13.8,65,106,-0.2,0.1,-0.1,-0.092,2022
432,Mercedes Russell,SEA,C,37,705,10.1,0.532,0.516,0.006,0.242,6.2,12,11.8,1.1,2,24,14.4,93,107,-0.2,0.6,0.4,0.021,2023
433,Mercedes Russell,SEA,C,37,583,11,0.539,0.517,0,0.275,5,10.7,7.7,1.9,1.3,16.2,12.1,102,100,0.4,1,1.4,0.094,2024
434,Mercedes Russell,LAS,C,20,163,9.8,0.513,0.444,0,0.519,7.6,9,11.3,1.6,2.4,17.4,11.1,108,112,0.2,0,0.2,0.045,2025
435,Michaela Onyenwere,NYL,F,34,466,8.4,0.516,0.435,0.385,0.423,3.3,8.7,4.6,1.5,1.4,14,17.7,96,105,0,0.5,0.5,0.042,2022
436,Michaela Onyenwere,PHO,F,40,953,9.4,0.498,0.458,0.345,0.245,6.4,9.6,9.4,1.6,1.7,18.5,21.5,89,111,-1,0.3,-0.7,-0.03,2023
437,Michaela Onyenwere,CHI,F,34,636,8.4,0.491,0.474,0.321,0.193,3.2,5.5,8.6,1.5,1.7,15.7,18.8,91,108,-0.3,0.3,0,0,2024
438,Michaela Onyenwere,CHI,F,22,313,7.4,0.493,0.445,0.308,0.209,3.7,7.6,12.8,1.5,0.6,19.5,17.3,92,112,-0.1,0,-0.1,-0.018,2025
439,Mikiah Herbert Harrigan,PHO,F,31,336,10.6,0.517,0.506,0.616,0.233,5.4,7.8,4.3,2.4,3,13.7,15,96,108,0,0.2,0.2,0.026,2024
440,Monique Akoa-Makani,PHO,G,21,441,15,0.602,0.558,0.471,0.188,3.5,5.5,20.9,2.4,0.2,16.3,18.1,113,104,1,0.6,1.6,0.147,2025
441,Monique Billings,ATL,F,23,401,17,0.534,0.47,0.009,0.436,12.9,21.1,11.2,2.4,1.9,18.2,18.8,104,97,0.5,0.9,1.4,0.137,2022
442,Monique Billings,ATL,F,39,653,10.8,0.482,0.407,0.024,0.365,9.1,16.7,7.3,1.2,1.6,16,15.5,97,102,0.1,1,1.1,0.07,2023
443,Monique Billings,PHO,F,37,843,12.5,0.524,0.472,0.061,0.309,9.1,15,9.8,1.6,2,19.9,16.9,99,111,0.4,0.1,0.5,0.024,2024
444,Monique Billings,GSV,F,20,364,18,0.556,0.529,0.231,0.347,9.3,15.3,4.9,1.9,4.3,10.9,19.3,108,98,0.6,0.8,1.4,0.157,2025
445,Morgan Bertsch,CHI,F,28,398,7.6,0.554,0.534,0.35,0.155,3.5,7,7.4,1.3,1.4,21.4,15.7,93,108,-0.1,0.3,0.1,0.012,2023
446,Morgan Bertsch,DAL,F,11,100,-3.9,0.32,0.233,0.5,0.333,9.6,9.9,3.1,0.5,0.9,27.4,21.5,60,115,-0.6,0,-0.6,-0.249,2024
447,Moriah Jefferson,MIN,G,31,809,15.5,0.562,0.521,0.293,0.251,1.6,5.4,30.1,2.2,0.4,18.9,19.6,107,107,1.4,0.6,2,0.098,2022
448,Moriah Jefferson,PHO,G,39,972,14,0.507,0.483,0.281,0.131,1.2,4.9,26.8,2.3,0.6,13.5,22.4,99,111,0.6,0.2,0.8,0.031,2023
449,Moriah Jefferson,CHI,G,23,185,5.7,0.334,0.262,0.452,0.238,1.8,2.8,23.2,2.3,0,14.7,13.1,85,106,-0.2,0.2,0,-0.006,2024
450,Moriah Jefferson,CHI,G,4,34,10,0.438,0.438,0.375,0,0,8.3,42.4,0,0,20,12.9,105,115,0,0,0,0.026,2025
451,Murjanatu Musa,PHO,C,12,122,13.8,0.502,0.471,0.057,0.314,16.4,14.6,9.4,1.7,1.6,14.9,17.2,107,103,0.2,0.2,0.4,0.118,2025
452,Myisha Hines-Allen,WAS,F,34,656,15.8,0.498,0.467,0.287,0.233,6.6,16.2,18.2,2.1,1.4,16.1,25.5,95,96,-0.1,1.6,1.5,0.092,2022
453,Myisha Hines-Allen,WAS,F,35,617,9.4,0.419,0.381,0.307,0.214,6.8,14.7,20.7,1.9,0.9,18.1,21.3,86,101,-1.1,1.1,0,0.001,2023
454,Myisha Hines-Allen,MIN,F,40,746,17.3,0.573,0.529,0.205,0.27,6.7,14.9,24.1,1.8,0.5,17,20.1,109,100,1.6,1.3,2.9,0.154,2024
455,Myisha Hines-Allen,DAL,F,23,491,11.8,0.535,0.5,0.221,0.303,6,14.2,21.7,1.8,2.1,28.5,16.9,93,108,-0.2,0.3,0.1,0.011,2025
456,NaLyssa Smith,IND,F,32,983,11.9,0.496,0.467,0.254,0.322,7.8,15,8.5,0.8,0.7,14.8,22.6,94,111,-0.2,0.1,0,-0.001,2022
457,NaLyssa Smith,IND,F,31,885,16.5,0.534,0.501,0.17,0.315,8.6,19.6,9.3,0.6,1,15.8,27,99,107,0.5,0.7,1.2,0.053,2023
458,NaLyssa Smith,IND,F,40,990,16.1,0.52,0.5,0.137,0.363,8.7,16.8,6.8,1.5,3.5,11.4,20.6,103,106,1.2,0.9,2,0.082,2024
459,NaLyssa Smith,LVA,F,24,473,12.7,0.489,0.442,0.087,0.457,9.7,14.8,7.1,1.2,3.9,13.1,17.5,101,108,0.3,0.3,0.6,0.055,2025
460,Napheesa Collier,MIN,F,4,91,10.3,0.499,0.462,0.269,0.269,2.6,7.7,7,1.1,1,3.3,14.8,109,109,0.1,0,0.2,0.076,2022
461,Napheesa Collier,MIN,F,37,1238,24.9,0.568,0.512,0.186,0.326,6.6,14.7,15.5,2.5,3.1,11.3,28.9,109,102,3.4,1.9,5.2,0.17,2023
462,Napheesa Collier,MIN,F,34,1181,25.1,0.565,0.52,0.183,0.29,7.8,16.2,18.8,2.8,3.6,10.2,26.7,112,91,3.7,3.7,7.4,0.25,2024
463,Napheesa Collier,MIN,F,21,701,29.9,0.621,0.557,0.23,0.323,7.5,13.2,19.1,2.8,4.3,10.9,28.8,120,94,3.5,2,5.4,0.31,2025
