"player","team.x","pos.x","g.x","mp.x","per","ts_percent","e_fg_percent","x3p_ar","f_tr","orb_percent","trb_percent","ast_percent","stl_percent","blk_percent","tov_percent","usg_percent","o_rtg","d_rtg","ows","dws","ws","ws_40","year.x","Team","Year","Salary","Protection Status","salary_clean","team.y","pos.y","g.y","mp.y","fg","fga","fg_percent","x3p","x3pa","x3p_percent","x2p","x2pa","x2p_percent","ft","fta","ft_percent","orb","trb","ast","stl","blk","tov","pts","year.y","predicted_salary","residual","undervalued","overvalued","top_paid","label_type","label_player"
"megan mcconnell","PHO","G","1","13",15.7,".375",".375",".500",".000","8.6","4.4","34.8","3.9","0.0","0.0","13.8","120","103","0.0","0.0","0.1",".171",2025,"Phoenix Mercury",2025,"$56,084 ","Unprotected",56084,"PHO","G","1","13","1.0","4.0",".250","1.0","2.0",".500","0.0","2.0",".000","0.0","0.0","","1.0","1.0","3.0","1.0","0.0","0.0","3.0",2025,121511.649547145,-65427.6495471454,TRUE,FALSE,FALSE,"Undervalued","Megan Mcconnell"
"mercedes russell","LAS","C","20","163",9.8,".513",".444",".000",".519","7.6","9.0","11.3","1.6","2.4","17.4","11.1","108","112","0.2","0.0","0.2",".045",2025,"Los Angeles Sparks",2025,"$160,000 ","Unprotected",160000,"LAS","C","20","163","0.6","1.4",".444","0.0","0.0","","0.6","1.4",".444","0.5","0.7",".714","0.5","1.2","0.6","0.3","0.2","0.4","1.7",2025,97349.8002229718,62650.1997770282,FALSE,FALSE,FALSE,NA,NA
"michaela onyenwere","CHI","F","22","313",7.4,".493",".445",".308",".209","3.7","7.6","12.8","1.5","0.6","19.5","17.3","92","112","-0.1","0.0","-0.1","-0.018",2025,"Chicago Sky",2025,"$125,000 ","Unprotected",125000,"CHI","F","22","313","1.6","4.1",".396","0.4","1.3",".321","1.2","2.9",".429","0.8","0.9",".895","0.5","1.9","1.1","0.4","0.1","1.1","4.5",2025,87521.2513453418,37478.7486546582,FALSE,FALSE,FALSE,NA,NA
"monique makani","PHO","G","21","441",15,".602",".558",".471",".188","3.5","5.5","20.9","2.4","0.2","16.3","18.1","113","104","1.0","0.6","1.6",".147",2025,"Phoenix Mercury",2025,"$66,079 ","Unprotected",66079,"PHO","G","21","441","3.0","6.6",".457","1.3","3.1",".431","1.7","3.5",".479","1.2","1.2","1.000","0.7","2.0","2.6","1.0","0.0","1.4","8.6",2025,118644.989457837,-52565.9894578367,TRUE,FALSE,FALSE,"Undervalued","Monique Makani"
"monique billings","GSV","F","20","364",18,".556",".529",".231",".347","9.3","15.3","4.9","1.9","4.3","10.9","19.3","108","98","0.6","0.8","1.4",".157",2025,"Golden State Valkyries",2025,"$110,000 ","Protected Veteran",110000,"GSV","F","20","364","3.0","6.1",".496","0.4","1.4",".286","2.6","4.7",".559","1.4","2.1",".643","1.5","4.9","0.5","0.7","0.8","0.9","7.8",2025,130930.675554874,-20930.6755548741,TRUE,FALSE,FALSE,"Undervalued","Monique Billings"
"moriah jefferson","CHI","G","4","34",10,".438",".438",".375",".000","0.0","8.3","42.4","0.0","0.0","20.0","12.9","105","115","0.0","0.0","0.0",".026",2025,"Chicago Sky",2025,"$145,500 ","Protected Veteran",145500,"CHI","G","4","34","0.8","2.0",".375","0.3","0.8",".333","0.5","1.3",".400","0.0","0.0","","0.0","1.3","2.3","0.0","0.0","0.5","1.8",2025,98168.8459627743,47331.1540372257,FALSE,FALSE,FALSE,NA,NA
"murjanatu musa","PHO","C","12","122",13.8,".502",".471",".057",".314","16.4","14.6","9.4","1.7","1.6","14.9","17.2","107","103","0.2","0.2","0.4",".118",2025,"Phoenix Mercury",2025,"$66,079 ","Unprotected",66079,"PHO","C","12","122","1.3","2.9",".457","0.1","0.2",".500","1.3","2.8",".455","0.6","0.9",".636","1.5","2.6","0.6","0.3","0.2","0.6","3.3",2025,113730.715019022,-47651.7150190217,TRUE,FALSE,FALSE,"Undervalued","Murjanatu Musa"
"myisha allen","DAL","F","23","491",11.8,".535",".500",".221",".303","6.0","14.2","21.7","1.8","2.1","28.5","16.9","93","108","-0.2","0.3","0.1",".011",2025,"Dallas Wings",2025,"$203,000 ","Protected Veteran",203000,"DAL","F","23","491","2.5","5.3",".467","0.3","1.2",".296","2.1","4.1",".516","1.1","1.6",".703","1.2","5.3","2.9","0.7","0.5","2.4","6.4",2025,105540.257620997,97459.7423790033,FALSE,FALSE,FALSE,NA,NA
"nalyssa smith","LVA","F","24","473",12.7,".489",".442",".087",".457","9.7","14.8","7.1","1.2","3.9","13.1","17.5","101","108","0.3","0.3","0.6",".055",2025,"Dallas Wings",2025,"$91,981 ","Protected Rookie Scale",91981,"LVA","F","24","473","2.5","5.8",".435","0.1","0.5",".167","2.4","5.3",".460","1.7","2.6",".635","1.7","5.1","0.8","0.5","0.8","1.0","6.8",2025,109225.963450108,-17244.963450108,TRUE,FALSE,FALSE,"Undervalued","Nalyssa Smith"
"napheesa collier","MIN","F","21","701",29.9,".621",".557",".230",".323","7.5","13.2","19.1","2.8","4.3","10.9","28.8","120","94","3.5","2.0","5.4",".310",2025,"Minnesota Lynx",2025,"$214,284 ","Unprotected",214284,"MIN","F","21","701","8.5","16.4",".517","1.3","3.8",".342","7.2","12.6",".570","5.0","5.3",".946","2.1","7.6","3.3","1.8","1.6","2.3","23.2",2025,179663.897073123,34620.1029268774,FALSE,FALSE,FALSE,NA,NA
"natasha cloud","NYL","G","20","568",15.8,".543",".494",".458",".211","1.7","7.3","33.2","2.4","1.0","16.9","17.4","112","101","1.3","1.0","2.3",".159",2025,"New York Liberty",2025,"$200,000 ","Protected Veteran",2e+05,"NYL","G","20","568","3.5","8.3",".422","1.2","3.8",".316","2.3","4.5",".511","1.7","1.8",".943","0.4","3.7","6.0","1.4","0.3","1.9","9.9",2025,121921.172417047,78078.8275829533,FALSE,FALSE,FALSE,NA,NA
"natasha howard","IND","F","23","554",18.5,".588",".563",".090",".332","10.4","16.4","7.5","2.1","1.8","17.1","22.4","106","100","0.9","1.0","1.9",".138",2025,"Indiana Fever",2025,"$214,466 ","Protected Veteran",214466,"IND","F","23","554","4.8","8.7",".553","0.2","0.8",".222","4.6","7.9",".586","1.9","2.9",".667","2.0","6.6","1.0","1.0","0.5","2.0","11.7",2025,132978.28990438,81487.7100956196,FALSE,FALSE,FALSE,NA,NA
"natasha mack","PHO","F","12","208",17.7,".505",".500",".088",".441","15.0","20.1","6.6","4.2","6.6","16.5","10.5","113","91","0.3","0.7","1.0",".191",2025,"Phoenix Mercury",2025,"$66,079 ","Unprotected",66079,"PHO","F","12","208","1.4","2.8",".500","0.0","0.3",".000","1.4","2.6",".548","0.6","1.3",".467","2.3","6.1","0.8","1.4","1.2","0.7","3.4",2025,129702.10694517,-63623.1069451704,TRUE,FALSE,FALSE,"Undervalued","Natasha Mack"
"natisha hiedeman","MIN","G","24","440",14.4,".529",".497",".405",".229","0.8","6.1","25.6","1.4","0.8","12.9","20.2","107","101","0.7","0.7","1.5",".132",2025,"Minnesota Lynx",2025,"$135,000 ","Protected Veteran",135000,"MIN","G","24","440","2.8","6.4",".444","0.7","2.6",".258","2.2","3.8",".571","1.1","1.5",".743","0.1","1.9","2.9","0.5","0.2","1.0","7.4",2025,116187.852238429,18812.1477615708,FALSE,FALSE,FALSE,NA,NA
"naz hillmon","ATL","F","22","450",17.1,".614",".589",".559",".237","8.0","13.8","15.6","1.1","1.9","15.0","15.4","119","101","1.2","0.8","2.0",".178",2025,"Atlanta Dream",2025,"$80,823 ","Protected Rookie Scale",80823,"ATL","F","22","450","2.6","5.4",".492","1.0","3.0",".348","1.6","2.4",".673","1.0","1.3",".750","1.4","5.0","1.9","0.5","0.5","1.0","7.3",2025,127244.969725763,-46421.9697257629,TRUE,FALSE,FALSE,"Undervalued","Naz Hillmon"
"nia coffey","ATL","F","22","253",12.2,".487",".444",".650",".350","6.9","14.2","15.4","1.2","2.7","17.1","19.9","97","100","0.0","0.5","0.5",".086",2025,"Atlanta Dream",2025,"$150,000 ","Protected Veteran",150000,"ATL","F","22","253","1.3","3.6",".350","0.7","2.4",".288","0.6","1.3",".464","0.9","1.3",".679","0.7","2.9","1.1","0.3","0.4","0.9","4.1",2025,107178.349100602,42821.6508993983,FALSE,FALSE,FALSE,NA,NA
"nneka ogwumike","SEA","F","23","724",21.5,".584",".553",".253",".186","5.4","14.8","13.3","2.1","2.0","12.2","24.4","108","99","1.5","1.5","3.0",".166",2025,"Seattle Storm",2025,"$195,000 ","Protected Veteran",195000,"SEA","F","23","724","6.9","13.6",".510","1.2","3.4",".342","5.7","10.1",".567","2.1","2.5",".845","1.4","7.7","2.3","1.3","0.7","2.0","17.1",2025,145263.976001418,49736.0239985822,FALSE,FALSE,FALSE,NA,NA
"nyara sabally","NYL","C","15","291",13.8,".537",".500",".099",".352","10.7","14.3","7.1","1.6","5.1","16.3","15.3","106","99","0.3","0.6","0.9",".128",2025,"New York Liberty",2025,"$79,999 ","Unprotected",79999,"NYL","C","15","291","2.3","4.7",".493","0.1","0.5",".143","2.3","4.3",".531","1.1","1.7",".680","1.7","4.9","0.9","0.6","1.1","1.1","5.9",2025,113730.715019022,-33731.7150190217,TRUE,FALSE,FALSE,"Undervalued","Nyara Sabally"
"odyssey sims","LAS","G","12","354",12,".532",".479",".354",".354","2.1","6.1","19.4","1.4","0.3","13.3","16.3","108","114","0.5","-0.1","0.5",".054",2025,"Los Angeles Sparks",2025,"$130,000 ","Unprotected",130000,"LAS","G","12","354","3.3","8.0",".417","1.0","2.8",".353","2.3","5.2",".452","2.2","2.8",".765","0.5","2.9","3.5","0.8","0.1","1.4","9.8",2025,106359.303360799,23640.6966392008,FALSE,FALSE,FALSE,NA,NA
"olivia ododa","CON","C","21","490",16.4,".552",".489",".008",".496","9.0","15.3","7.5","1.5","5.3","14.7","17.8","105","111","0.6","0.1","0.7",".059",2025,"Connecticut Suns",2025,"$80,823.00","Protected Rookie Scale",80823,"CON","C","21","490","3.1","6.3",".489","0.0","0.0",".000","3.1","6.3",".492","2.3","3.1",".742","1.9","6.0","0.9","0.7","1.3","1.3","8.5",2025,124378.309636454,-43555.3096364541,TRUE,FALSE,FALSE,"Undervalued","Olivia Ododa"
"paige bueckers","DAL","G","18","629",19.8,".538",".485",".223",".281","2.3","6.5","29.1","2.5","1.9","12.3","24.0","110","110","1.6","0.2","1.8",".118",2025,"Dallas Wings",2025,"$78,831 ","Unprotected",78831,"DAL","G","18","629","6.8","15.2",".449","1.1","3.4",".328","5.7","11.8",".484","3.6","4.3",".844","0.7","4.0","5.5","1.7","0.7","2.4","18.4",2025,138302.087213097,-59471.0872130966,TRUE,FALSE,FALSE,"Undervalued","Paige Bueckers"
"rachel banham","CHI","G","22","473",12,".562",".527",".758",".154","1.0","3.1","18.2","1.3","0.6","12.1","16.8","112","115","0.9","-0.2","0.8",".064",2025,"Chicago Sky",2025,"$95,000 ","Protected Veteran",95000,"CHI","G","22","473","2.6","6.8",".383","2.0","5.1",".381","0.6","1.6",".389","1.0","1.0",".957","0.2","1.2","2.3","0.5","0.1","1.0","8.1",2025,106359.303360799,-11359.3033607992,TRUE,FALSE,FALSE,"Undervalued","Rachel Banham"
"rae burrell","LAS","G-F","6","67",8.7,".535",".559",".235",".353","1.8","8.2","5.1","1.5","1.4","13.3","15.2","94","112","0.0","0.0","0.0","-0.001",2025,"Los Angeles Sparks",2025,"$125,000 ","Unprotected",125000,"LAS","G-F","6","67","1.5","2.8",".529","0.2","0.7",".250","1.3","2.2",".615","0.3","1.0",".333","0.2","1.5","0.3","0.3","0.2","0.5","3.5",2025,92845.048654058,32154.951345942,FALSE,FALSE,FALSE,NA,NA
"rayah marshall","CON","C-F","8","49",5,".352",".308",".077",".462","11.5","20.4","10.7","0.0","2.0","24.2","19.3","71","114","-0.2","0.0","-0.2","-0.160",2025,"Connecticut Suns",2025,"$69,267 ","Unprotected",69267,"CON","C-F","8","49","0.5","1.6",".308","0.0","0.1",".000","0.5","1.5",".333","0.4","0.8",".500","0.6","2.1","0.4","0.0","0.1","0.6","1.4",2025,77692.7024677119,-8425.70246771188,TRUE,FALSE,FALSE,"Undervalued","Rayah Marshall"
"rebecca allen","CHI","F-G","22","432",10.2,".478",".464",".543",".138","2.7","9.3","12.9","1.3","2.9","14.1","17.3","94","110","-0.1","0.1","0.1",".006",2025,"Chicago Sky",2025,"$160,000 ","Protected Veteran",160000,"CHI","F-G","22","432","2.3","6.3",".370","1.2","3.4",".347","1.1","2.9",".397","0.5","0.9",".632","0.5","3.2","1.5","0.5","0.6","1.1","6.4",2025,98987.8917025768,61012.1082974232,FALSE,FALSE,FALSE,NA,NA
"rebekah gardner","NYL","G","21","277",12.9,".609",".576",".364",".242","6.5","7.9","6.8","2.0","1.7","11.0","13.4","118","103","0.6","0.4","1.0",".147",2025,"New York Liberty",2025,"$66,079 ","Unprotected",66079,"NYL","G","21","277","1.6","3.1",".500","0.5","1.1",".417","1.1","2.0",".548","0.6","0.8",".813","0.7","1.9","0.6","0.5","0.2","0.4","4.2",2025,110045.00918991,-43966.0091899105,TRUE,FALSE,FALSE,"Undervalued","Rebekah Gardner"
"rhyne howard","ATL","G","19","670",16.4,".495",".447",".651",".264","3.6","8.1","22.2","2.4","2.3","10.5","23.8","105","100","1.0","1.3","2.3",".139",2025,"Atlanta Dream",2025,"$91,981 ","Protected Rookie Scale",91981,"ATL","G","19","670","5.2","14.9",".349","2.9","9.7",".303","2.3","5.2",".434","3.2","3.9",".800","1.1","5.0","4.5","1.6","0.9","1.9","16.5",2025,124378.309636454,-32397.3096364541,TRUE,FALSE,FALSE,"Undervalued","Rhyne Howard"
"rickea jackson","LAS","F","17","512",10.7,".507",".473",".325",".215","3.1","6.0","11.6","1.2","1.5","15.4","22.8","93","114","-0.2","-0.1","-0.3","-0.025",2025,"Los Angeles Sparks",2025,"$78,066 ","Unprotected",78066,"LAS","F","17","512","5.1","11.8",".430","1.0","3.8",".262","4.1","7.9",".511","1.9","2.5",".767","0.8","2.9","1.9","0.7","0.5","2.4","13.1",2025,101035.506052083,-22969.506052083,TRUE,FALSE,FALSE,"Undervalued","Rickea Jackson"
"robyn parks","CON","F","6","63",1.1,".200",".200",".800",".000","1.8","8.4","5.0","1.7","0.0","16.7","4.4","58","116","-0.1","0.0","-0.1","-0.071",2025,"Connecticut Suns",2025,"$11,106.00","Waived",11106,"CON","F","6","63","0.2","0.8",".200","0.0","0.7",".000","0.2","0.2","1.000","0.0","0.0","","0.2","1.5","0.3","0.3","0.0","0.2","0.3",2025,61721.3105415632,-50615.3105415632,TRUE,FALSE,FALSE,"Undervalued","Robyn Parks"
"sabrina ionescu","NYL","G","20","621",21.3,".530",".460",".518",".299","2.7","8.0","31.4","2.4","1.2","12.7","29.4","107","101","1.5","1.1","2.6",".166",2025,"New York Liberty",2025,"$208,060 ","Unprotected",208060,"NYL","G","20","621","5.9","15.6",".379","2.5","8.1",".311","3.4","7.5",".453","4.4","4.7",".935","0.7","4.4","5.5","1.5","0.4","2.6","18.7",2025,144444.930261615,63615.0697383847,FALSE,FALSE,FALSE,NA,NA
"sami whitcomb","PHO","G","21","553",14,".564",".535",".683",".177","2.2","7.3","17.4","1.7","0.7","14.1","18.9","107","104","0.8","0.7","1.6",".114",2025,"Phoenix Mercury",2025,"$125,000 ","Unprotected",125000,"PHO","G","21","553","3.6","8.9",".409","2.2","6.0",".370","1.4","2.8",".492","1.3","1.6",".818","0.5","3.3","2.8","0.9","0.2","1.6","10.8",2025,114549.760758824,10450.2392411758,FALSE,FALSE,FALSE,NA,NA
"sania feagin","LAS","F","8","40",0,".252",".263",".211",".105","0.0","4.6","4.2","0.0","12.0","20.1","28.1","44","110","-0.4","0.0","-0.4","-0.394",2025,"Los Angeles Sparks",2025,"$69,267 ","Unprotected",69267,"LAS","F","8","40","0.6","2.4",".263","0.0","0.5",".000","0.6","1.9",".333","0.0","0.3",".000","0.0","0.4","0.1","0.0","0.6","0.6","1.3",2025,25273.7751203521,43993.2248796479,FALSE,FALSE,FALSE,NA,NA
"saniya rivers","CON","G","20","551",12.5,".450",".420",".337",".195","3.1","6.7","20.3","3.3","3.3","15.2","18.0","90","112","-0.4","0.1","-0.4","-0.027",2025,"Connecticut Suns",2025,"$75,643 ","Unprotected",75643,"CON","G","20","551","3.2","8.5",".379","0.7","2.9",".246","2.5","5.6",".446","1.2","1.7",".697","0.8","3.2","3.0","1.8","1.0","1.7","8.3",2025,108406.917710305,-32763.9177103055,TRUE,FALSE,FALSE,"Undervalued","Saniya Rivers"
"sarah barker","LAS","G","21","365",3.6,".459",".414",".632",".237","2.4","8.9","9.2","1.4","1.1","27.6","14.3","77","112","-0.7","0.0","-0.7","-0.075",2025,"Los Angeles Sparks",2025,"$72,455 ","Unprotected",72455,"LAS","G","21","365","1.1","3.6",".316","0.7","2.3",".313","0.4","1.3",".321","0.7","0.9",".778","0.3","2.5","1.0","0.5","0.2","1.5","3.7",2025,71959.3822890944,495.617710905601,FALSE,FALSE,FALSE,NA,NA
"satou sabally","PHO","F","18","509",21.7,".526",".451",".397",".412","6.1","15.6","17.5","2.5","1.7","11.6","32.6","104","97","1.0","1.2","2.1",".166",2025,"Phoenix Mercury",2025,"$215,000 ","Protected Veteran",215000,"PHO","F","18","509","6.0","15.4",".390","1.9","6.1",".309","4.1","9.3",".443","5.2","6.3",".825","1.6","7.7","2.6","1.4","0.5","2.4","19.1",2025,146083.02174122,68916.9782587797,FALSE,FALSE,FALSE,NA,NA
"sevgi uzun","PHO","G","7","102",2.2,".331",".250",".571",".429","0.0","3.4","19.3","2.0","2.9","37.5","11.7","67","103","-0.3","0.1","-0.2","-0.059",2025,"Phoenix Mercury",2025,"$11,106 ","Waived",11106,"PHO","G","7","102","0.4","2.0",".214","0.1","1.1",".125","0.3","0.9",".333","0.6","0.9",".667","0.0","0.9","2.0","0.6","0.4","1.4","1.6",2025,66226.0621104769,-55120.0621104769,TRUE,FALSE,FALSE,"Undervalued","Sevgi Uzun"
"shakira austin","WAS","C-F","19","410",20.4,".513",".474",".026",".383","10.1","18.0","18.0","2.5","4.8","16.7","30.1","95","96","-0.1","1.0","1.0",".094",2025,"Washington Mystics",2025,"$91,981 ","Protected Rookie Scale",91981,"WAS","C-F","19","410","4.9","10.3",".474","0.0","0.3",".000","4.9","10.1",".487","2.6","3.9",".653","1.8","6.6","1.8","1.1","1.1","2.4","12.4",2025,140759.224432504,-48778.2244325041,TRUE,FALSE,FALSE,"Undervalued","Shakira Austin"
"shatori kimbrough","ATL","G","22","199",4.3,".387",".365",".432",".189","1.7","5.2","9.1","1.3","3.0","18.3","11.1","79","103","-0.3","0.3","0.0",".004",2025,"Atlanta Dream",2025,"$150,000 ","Protected Veteran",150000,"ATL","G","22","199","0.5","1.7",".324","0.1","0.7",".188","0.4","1.0",".429","0.2","0.3",".571","0.1","0.8","0.5","0.2","0.3","0.4","1.4",2025,74826.0423784031,75173.9576215969,FALSE,FALSE,FALSE,NA,NA
"shey peddy","LAS","G","6","138",10.3,".563",".521",".542",".250","5.4","8.0","17.8","0.7","0.0","13.1","10.0","123","115","0.3","-0.1","0.3",".075",2025,"Los Angeles Sparks",2025,"$44,715 ","Active Hardship Contract",44715,"LAS","G","6","138","1.7","4.0",".417","0.8","2.2",".385","0.8","1.8",".455","0.8","1.0",".833","1.0","3.0","2.7","0.3","0.0","0.7","5.0",2025,99397.414572478,-54682.414572478,TRUE,FALSE,FALSE,"Undervalued","Shey Peddy"
"sika kone","WAS","F","11","74",7.9,".524",".417",".167",".500","4.8","14.3","11.4","0.0","0.0","21.5","17.0","95","105","0.0","0.1","0.1",".043",2025,"Washington Mystics",2025,"$66,710 ","Unprotected",66710,"WAS","F","11","74","0.6","1.6",".389","0.1","0.3",".333","0.5","1.4",".400","0.7","0.8",".889","0.3","1.6","0.5","0.0","0.0","0.5","2.1",2025,89568.8656948481,-22858.8656948481,TRUE,FALSE,FALSE,"Undervalued","Sika Kone"
"skylar diggins","SEA","G","23","749",19.3,".550",".487",".287",".413","1.7","4.2","30.8","1.7","2.0","13.5","25.9","108","105","1.9","0.9","2.7",".145",2025,"Seattle Storm",2025,"$214,466 ","Protected Veteran",214466,"SEA","G","23","749","5.8","13.5",".432","1.5","3.9",".382","4.3","9.6",".452","4.4","5.6",".789","0.5","2.3","5.8","1.1","0.7","2.5","17.5",2025,136254.47286359,78211.5271364097,FALSE,FALSE,FALSE,NA,NA
"sonia citron","WAS","G","22","737",14.8,".587",".526",".416",".325","2.7","8.7","11.2","1.6","0.9","14.0","18.7","109","103","1.3","1.0","2.3",".125",2025,"Washington Mystics",2025,"$78,831 ","Unprotected",78831,"WAS","G","22","737","4.7","10.5",".450","1.6","4.4",".365","3.1","6.1",".511","3.0","3.4",".893","0.8","5.0","2.0","1.0","0.3","2.0","14.1",2025,117825.943718034,-38994.9437180342,TRUE,FALSE,FALSE,"Undervalued","Sonia Citron"
"sophie cunningham","IND","G","18","415",10.7,".583",".537",".660",".277","3.5","10.6","5.7","2.1","0.4","17.3","13.8","105","102","0.4","0.6","1.0",".096",2025,"Indiana Fever",2025,"$100,000 ","Unprotected",1e+05,"IND","G","18","415","2.2","5.2",".415","1.3","3.4",".371","0.9","1.8",".500","1.2","1.4",".846","0.7","4.1","0.9","0.9","0.1","1.2","6.8",2025,101035.506052083,-1035.50605208302,FALSE,FALSE,FALSE,NA,NA
"stefanie dolson","WAS","C","22","356",4.2,".398",".377",".558",".065","3.0","8.9","14.9","1.0","1.9","19.3","12.4","83","104","-0.4","0.5","0.0",".003",2025,"Washington Mystics",2025,"$170,000 ","Protected Veteran",170000,"WAS","C","22","356","1.1","3.5",".312","0.5","2.0",".233","0.6","1.5",".412","0.2","0.2","1.000","0.4","2.5","1.5","0.3","0.3","0.9","2.9",2025,74416.5195085019,95583.4804914981,FALSE,FALSE,FALSE,NA,NA
"stephanie talbot","GSV","F","16","268",8.7,".437",".407",".542",".237","5.9","11.2","20.0","1.7","0.4","22.6","14.1","91","102","-0.1","0.4","0.3",".042",2025,"Golden State Valkyries",2025,"$125,000 ","Protected Veteran",125000,"GSV","F","16","268","1.3","3.7",".339","0.5","2.0",".250","0.8","1.7",".444","0.6","0.9",".643","0.9","3.3","2.0","0.6","0.1","1.2","3.6",2025,92845.048654058,32154.951345942,FALSE,FALSE,FALSE,NA,NA
"sug sutton","WAS","G","21","522",12.1,".578",".558",".455",".231","0.9","3.7","21.8","2.2","0.6","19.4","14.2","105","105","0.5","0.6","1.1",".088",2025,"Washington Mystics",2025,"$78,831 ","Unprotected",78831,"WAS","G","21","522","2.7","5.8",".463","1.1","2.6",".418","1.6","3.1",".500","0.9","1.3",".679","0.2","1.6","3.1","1.0","0.1","1.5","7.3",2025,106768.8262307,-27937.8262307005,TRUE,FALSE,FALSE,"Undervalued","Sug Sutton"
"sydney colson","IND","G","22","311",6.7,".474",".446",".607",".125","2.0","3.5","20.0","1.6","1.5","28.0","11.9","92","107","-0.1","0.3","0.2",".019",2025,"Indiana Fever",2025,"$90,000 ","Unprotected",90000,"IND","G","22","311","0.9","2.5",".357","0.5","1.5",".294","0.5","1.0",".455","0.3","0.3",".857","0.2","0.8","2.0","0.5","0.2","1.0","2.5",2025,84654.5912560331,5345.40874396691,FALSE,FALSE,FALSE,NA,NA
"taylor thierry","ATL","G-F","11","22",5.4,".254",".214",".286",".286","5.3","7.8","6.7","4.7","0.0","0.0","16.2","73","97","-0.1","0.1","0.0","-0.011",2025,"Atlanta Dream",2025,"$66,079 ","Unprotected",66079,"ATL","G-F","11","22","0.1","0.6",".143","0.1","0.2",".500","0.0","0.5",".000","0.1","0.2",".500","0.1","0.3","0.1","0.2","0.0","0.0","0.4",2025,79330.7939473169,-13251.7939473169,TRUE,FALSE,FALSE,"Undervalued","Taylor Thierry"
"te paopao","ATL","G","21","262",16.3,".652",".654",".617",".136","2.7","6.3","23.4","1.0","0.6","16.5","17.7","117","105","0.7","0.3","1.0",".156",2025,"Atlanta Dream",2025,"$69,267 ","Unprotected",69267,"ATL","G","21","262","2.0","3.9",".506","1.1","2.4",".480","0.8","1.5",".548","0.3","0.5",".545","0.3","1.4","1.7","0.2","0.1","0.8","5.3",2025,123968.786766553,-54701.7867665529,TRUE,FALSE,FALSE,"Undervalued","Te Paopao"
"teaira mccowan","DAL","C","14","186",19.1,".592",".555",".036",".345","13.6","18.7","7.5","1.1","5.5","17.0","17.6","111","107","0.4","0.1","0.5",".115",2025,"Dallas Wings",2025,"$201,400 ","Temporary Suspension",201400,"DAL","C","14","186","2.1","3.9",".545","0.1","0.1",".500","2.1","3.8",".547","1.0","1.4",".737","1.6","4.4","0.6","0.3","0.8","0.9","5.4",2025,135435.427123788,65964.5728762122,FALSE,FALSE,FALSE,NA,NA
"temi fagbenle","GSV","C","17","412",15.4,".581",".569",".257",".220","10.4","12.4","13.8","2.4","2.8","18.4","16.0","109","100","0.6","0.8","1.5",".141",2025,"Golden State Valkyries",2025,"$90,000 ","Unprotected",90000,"GSV","C","17","412","3.5","6.4",".541","0.4","1.6",".214","3.1","4.8",".654","0.9","1.4",".625","2.2","5.3","1.8","1.1","0.6","1.6","8.2",2025,120283.080937442,-30283.0809374417,TRUE,FALSE,FALSE,"Undervalued","Temi Fagbenle"
"tiffany hayes","GSV","G","15","395",15.8,".590",".541",".434",".276","2.0","7.9","19.8","0.9","0.8","15.6","21.9","108","104","0.8","0.5","1.3",".128",2025,"Golden State Valkyries",2025,"$200,000 ","Unprotected",2e+05,"GSV","G","15","395","4.3","9.7",".441","1.9","4.2",".460","2.3","5.5",".427","2.3","2.7",".875","0.5","3.7","2.7","0.5","0.2","2.0","12.8",2025,121921.172417047,78078.8275829533,FALSE,FALSE,FALSE,NA,NA
"tiffany mitchell","SEA","G","19","268",9.2,".566",".500",".316",".614","3.5","7.2","4.9","1.7","1.0","17.2","14.8","100","107","0.1","0.2","0.4",".054",2025,"Las Vegas Aces",2025,"$101,123 ","Unprotected",101123,"SEA","G","19","268","1.3","3.0",".439","0.4","0.9",".389","0.9","2.1",".462","1.3","1.8",".714","0.4","1.7","0.4","0.5","0.2","0.8","4.3",2025,94892.6630035643,6230.33699643571,FALSE,FALSE,FALSE,NA,NA
"tina charles","CON","C","22","633",15.3,".484",".408",".068",".343","6.2","11.5","12.5","1.4","1.2","12.8","29.5","94","115","-0.3","-0.3","-0.5","-0.033",2025,"Connecticut Suns",2025,"$170,000 ","Protected Veteran",170000,"CON","C","22","633","5.6","14.0",".401","0.2","1.0",".190","5.5","13.1",".417","4.2","4.8",".868","1.6","5.6","1.6","0.8","0.4","2.4","15.6",2025,119873.55806754,50126.4419324596,FALSE,FALSE,FALSE,NA,NA
"tyasha harris","DAL","G","5","82",14.2,".609",".583",".611",".111","1.3","3.5","24.8","1.2","2.3","13.7","11.5","127","114","0.2","0.0","0.2",".102",2025,"Dallas Wings",2025,"$100,013 ","Unprotected",100013,"DAL","G","5","82","1.6","3.6",".444","1.0","2.2",".455","0.6","1.4",".429","0.4","0.4","1.000","0.2","1.0","2.6","0.4","0.4","0.6","4.6",2025,115368.806498627,-15355.8064986267,TRUE,FALSE,FALSE,"Undervalued","Tyasha Harris"
"veronica burton","GSV","G","22","637",17.3,".535",".441",".476",".476","4.6","8.1","32.7","2.0","1.8","15.7","18.9","114","102","1.7","1.0","2.7",".172",2025,"Golden State Valkyries",2025,"$78,831 ","Unprotected",78831,"GSV","G","22","637","3.0","8.5",".358","1.4","4.0",".348","1.6","4.5",".367","3.5","4.0",".865","1.2","4.1","5.4","1.1","0.5","1.9","11.0",2025,128064.015465565,-49233.0154655654,TRUE,FALSE,FALSE,"Undervalued","Veronica Burton"
